AuthorID,Author,Date,Content,Attachments,Reactions
"817835202746253344","IIoT#4707","2021-04-28T08:29:50.9110000+08:00",":thinking: zackscriven bets 50 :coin: and starts the mystery machine...","",""
"817835202746253344","IIoT#4707","2021-04-28T08:29:53.2270000+08:00",":thinking: zackscriven, the mystery machine is ready, you have **5 attempts** to guess the number **between 1 and 100**... type your answer","",""
"194289793905983489","zackscriven","2021-04-28T08:30:04.6860000+08:00","50","",""
"817835202746253344","IIoT#4707","2021-04-28T08:30:04.8200000+08:00",":thinking: zackscriven, the number you are looking for is **greater than 50**
_4 attempts left_","",""
"194289793905983489","zackscriven","2021-04-28T08:30:09.4600000+08:00","75","",""
"817835202746253344","IIoT#4707","2021-04-28T08:30:09.7010000+08:00",":thinking: zackscriven, the number you are looking for is **less than 75**
_3 attempts left_","",""
"194289793905983489","zackscriven","2021-04-28T08:30:16.7680000+08:00","57","",""
"817835202746253344","IIoT#4707","2021-04-28T08:30:16.9620000+08:00",":thinking: zackscriven, the number you are looking for is **greater than 57**
_2 attempts left_","",""
"194289793905983489","zackscriven","2021-04-28T08:30:22.2940000+08:00","67","",""
"817835202746253344","IIoT#4707","2021-04-28T08:30:22.5370000+08:00",":thinking: zackscriven, the number you are looking for is **less than 67**
_1 attempt left_","",""
"194289793905983489","zackscriven","2021-04-28T08:30:27.3960000+08:00","63","",""
"817835202746253344","IIoT#4707","2021-04-28T08:30:27.6400000+08:00",":thinking: zackscriven, you did not find the number and lost 50 :coin:! The number was 60 :grimacing:","",""
"194289793905983489","zackscriven","2021-04-28T08:30:34.1100000+08:00","🤣","",""
"751492163233382430","andyott33","2021-04-28T08:50:16.9130000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T08:50:17.3490000+08:00","","",""
"163507185198956546","mrrobato","2021-04-28T08:53:20.5320000+08:00","!dice","",""
"817835202746253344","IIoT#4707","2021-04-28T08:53:20.9050000+08:00","","",""
"163507185198956546","mrrobato","2021-04-28T08:53:45.7410000+08:00","!dice 50","",""
"817835202746253344","IIoT#4707","2021-04-28T08:53:46.2290000+08:00","","",""
"163507185198956546","mrrobato","2021-04-28T08:54:01.3700000+08:00",":ithink:","",""
"782154101122531328","yousufzubairi","2021-04-28T09:09:24.5300000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T09:09:24.9790000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T09:28:10.2540000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T09:28:10.8090000+08:00","","",""
